module_id,catalog_id,status,ots_class,vendor,part_number,description,quantity,unit,order_url,evidence_url,module_use,catalog_notes,ots_rationale
BN-M06,ACCURIDE-3832-C16,DEALER_ORDER_ENGINEERING_HOLD,OTS_STOCK,Accuride,3832-C16,16-inch full-extension side-mount drawer-slide pair,1,pair,https://www.accuride.com/en-us/products/3832ec-easy-close-light-duty-slide,https://www.accuride.com/media/amasty/amfile/attach/d4ba99d10b86f194bef3fdc51f9ccb24.pdf,Case drawer tray,"Representative shared 3832 family; verify exact suffix, load, side clearance, lock behavior, and corrosion finish before order.",catalogue slide pair
BN-M06,NRS-HD-STRAP,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,NRS,1-inch HD Tie-Down Strap,UV-protected one-inch polypropylene cam strap; select field-fit length,2,pc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,Soft recovery-gear retention,"Published 500-lb WLL, but module anchor/load path still requires engineering and dynamic testing.",catalogue cam strap
BN-M07,TNUTZ-EX1010-18,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 18 inches",8,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 18-inch cut; no machining for bracket prototype,"Select 18-inch length, no machining; 8 per module.","orderable length from the product dropdown (1-96 in, 1/16 in steps); no saw, no cut fee shown"
BN-M07,TNUTZ-EX1010-22,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 22 inches",4,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 22-inch cut; no machining for bracket prototype,"Select 22-inch length, no machining; 4 per module.",same dropdown; 22 in is a catalogue selection
BN-M07,8020-4132,ENGINEERING_HOLD,OTS_STOCK,80/20,4132,10-Series black gusseted inside corner bracket,24,pc,https://8020.net/4132.html,https://8020.net/4132.html,Prototype quantity only; joint release requires dynamic test,Prototype joint candidate; 24 per frame. Dynamic-load test required.,"catalogue bracket, buy as-is"
BN-M07,8020-3393,ENGINEERING_HOLD,OTS_STOCK,80/20,3393,1/4-20 x 0.500 inch bolt and slide-in economy T-nut assembly for bracket 4132,48,pc,https://8020.net/3393.html,https://8020.net/3393.html,Two compatible assemblies per 4132 bracket,Two assemblies per 4132 bracket; 48 per frame.,"catalogue fastener assembly, buy as-is"
BN-M07,TNUTZ-HAN015AL,ORDERABLE_CHECK_STOCK,OTS_STOCK,TNUTZ,HAN-015-AL,Black aluminum carry handle with 10-Series mounting hardware,2,pc,https://www.tnutz.com/product/han-015-al/,https://www.tnutz.com/product/han-015-al/,Carry handles are not authorized for a loaded lift until tested,Two per module; obtain current load rating before lifting a loaded module.,catalogue handle with its mounting hardware
BN-M07,TNUTZ-GAS010A,ORDERABLE,OTS_STOCK,TNUTZ,GAS-010-A,10-Series panel gasket for approximately 3/16-inch panels,20,ft,https://www.tnutz.com/product/gas-010-a/,https://www.tnutz.com/product/gas-010-a/,Allowance including trim; replace with drawing-derived length,"Prototype allowance 20 ft per module, trim after panel drawings.","sold by the foot; trimmed by hand, no machining"
BN-M07,TNUTZ-BUM010TS,ORDERABLE,OTS_STOCK,TNUTZ,BUM-010-TS,10-Series anti-skid rubber tread strip,8,ft,https://www.tnutz.com/product/bum-010-ts/,https://www.tnutz.com/product/bum-010-ts/,Allowance for lower perimeter,Prototype allowance 8 ft per module; verify vehicle-floor compatibility.,"sold by the foot; trimmed by hand, no machining"
BN-M07,TAP-HYPACT-PANEL,ORDERABLE_CUSTOM_CUT,CUSTOM_FLAT,TAP Plastics,King Hy-Pact custom cut,"Black UV-stabilized polymer sheet cut to size for skins, trays, dividers, and non-hot work surfaces",1,cut-panel lot,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,Order only from released DXF/panel drawings,Upload final panel dimensions and holes only after tolerance drawings; thickness is module-specific.,flat sheet cut to size from a released DXF; satisfies the standing flat-plate rule
BN-M07,ECOFLOW-RIVER3-PLUS,ORDERABLE,OTS_STOCK,EcoFlow,RIVER 3 Plus,286Wh portable power station,1,pc,https://us.ecoflow.com/collections/all-products/products/river-3-plus-portable-power-station,https://us.ecoflow.com/collections/all-products/products/river-3-plus-portable-power-station,Primary power station,Keep manufacturer-required ventilation and all ports accessible; do not treat the module as a certified electrical enclosure.,consumer product bought whole
BN-M07,SOUTHCO-E3-57-25,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,Southco,E3-57-25,Small black knob-style VISE ACTION compression latch,1,pc,https://shop.southco.com/e3-57-25,https://shop.southco.com/e3-57-25,Cable drawer,Grip range 6.4-9.5 mm; confirm cam geometry and panel stack before order.,"catalogue latch; its panel cut-out belongs to the panel, not to this part"
BN-M08,TNUTZ-EX1010-18,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 18 inches",8,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 18-inch cut; no machining for bracket prototype,"Select 18-inch length, no machining; 8 per module.","orderable length from the product dropdown (1-96 in, 1/16 in steps); no saw, no cut fee shown"
BN-M08,TNUTZ-EX1010-22,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 22 inches",4,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 22-inch cut; no machining for bracket prototype,"Select 22-inch length, no machining; 4 per module.",same dropdown; 22 in is a catalogue selection
BN-M08,8020-4132,ENGINEERING_HOLD,OTS_STOCK,80/20,4132,10-Series black gusseted inside corner bracket,24,pc,https://8020.net/4132.html,https://8020.net/4132.html,Prototype quantity only; joint release requires dynamic test,Prototype joint candidate; 24 per frame. Dynamic-load test required.,"catalogue bracket, buy as-is"
BN-M08,8020-3393,ENGINEERING_HOLD,OTS_STOCK,80/20,3393,1/4-20 x 0.500 inch bolt and slide-in economy T-nut assembly for bracket 4132,48,pc,https://8020.net/3393.html,https://8020.net/3393.html,Two compatible assemblies per 4132 bracket,Two assemblies per 4132 bracket; 48 per frame.,"catalogue fastener assembly, buy as-is"
BN-M08,TNUTZ-HAN015AL,ORDERABLE_CHECK_STOCK,OTS_STOCK,TNUTZ,HAN-015-AL,Black aluminum carry handle with 10-Series mounting hardware,2,pc,https://www.tnutz.com/product/han-015-al/,https://www.tnutz.com/product/han-015-al/,Carry handles are not authorized for a loaded lift until tested,Two per module; obtain current load rating before lifting a loaded module.,catalogue handle with its mounting hardware
BN-M08,TNUTZ-GAS010A,ORDERABLE,OTS_STOCK,TNUTZ,GAS-010-A,10-Series panel gasket for approximately 3/16-inch panels,20,ft,https://www.tnutz.com/product/gas-010-a/,https://www.tnutz.com/product/gas-010-a/,Allowance including trim; replace with drawing-derived length,"Prototype allowance 20 ft per module, trim after panel drawings.","sold by the foot; trimmed by hand, no machining"
BN-M08,TNUTZ-BUM010TS,ORDERABLE,OTS_STOCK,TNUTZ,BUM-010-TS,10-Series anti-skid rubber tread strip,8,ft,https://www.tnutz.com/product/bum-010-ts/,https://www.tnutz.com/product/bum-010-ts/,Allowance for lower perimeter,Prototype allowance 8 ft per module; verify vehicle-floor compatibility.,"sold by the foot; trimmed by hand, no machining"
BN-M08,TAP-HYPACT-PANEL,ORDERABLE_CUSTOM_CUT,CUSTOM_FLAT,TAP Plastics,King Hy-Pact custom cut,"Black UV-stabilized polymer sheet cut to size for skins, trays, dividers, and non-hot work surfaces",1,cut-panel lot,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,Order only from released DXF/panel drawings,Upload final panel dimensions and holes only after tolerance drawings; thickness is module-specific.,flat sheet cut to size from a released DXF; satisfies the standing flat-plate rule
BN-M08,JOOLCA-HOTTAP-V2,ORDERABLE,OTS_STOCK,Joolca,HOTTAP V2 Essentials,Portable propane hot-water/shower kit,1,kit,https://www.joolca.com/products/hottap-v2?country=US,https://support.joolca.com/hc/en-us/articles/360001472375-HOTTAP-V2-specifications,Essentials kit; transport only inside module,"Unit is transported horizontally in the module, deployed and operated outdoors only; propane bottle remains separate.",consumer kit bought whole
BN-M08,NRS-HD-STRAP,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,NRS,1-inch HD Tie-Down Strap,UV-protected one-inch polypropylene cam strap; select field-fit length,2,pc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,Heater and wet-hose restraint,"Published 500-lb WLL, but module anchor/load path still requires engineering and dynamic testing.",catalogue cam strap
BN-M08,SOUTHCO-E3-57-25,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,Southco,E3-57-25,Small black knob-style VISE ACTION compression latch,1,pc,https://shop.southco.com/e3-57-25,https://shop.southco.com/e3-57-25,Wet-storage tray,Grip range 6.4-9.5 mm; confirm cam geometry and panel stack before order.,"catalogue latch; its panel cut-out belongs to the panel, not to this part"
BN-M09,TNUTZ-EX1010-18,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 18 inches",8,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 18-inch cut; no machining for bracket prototype,"Select 18-inch length, no machining; 8 per module.","orderable length from the product dropdown (1-96 in, 1/16 in steps); no saw, no cut fee shown"
BN-M09,TNUTZ-EX1010-22,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 22 inches",4,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 22-inch cut; no machining for bracket prototype,"Select 22-inch length, no machining; 4 per module.",same dropdown; 22 in is a catalogue selection
BN-M09,8020-4132,ENGINEERING_HOLD,OTS_STOCK,80/20,4132,10-Series black gusseted inside corner bracket,24,pc,https://8020.net/4132.html,https://8020.net/4132.html,Prototype quantity only; joint release requires dynamic test,Prototype joint candidate; 24 per frame. Dynamic-load test required.,"catalogue bracket, buy as-is"
BN-M09,8020-3393,ENGINEERING_HOLD,OTS_STOCK,80/20,3393,1/4-20 x 0.500 inch bolt and slide-in economy T-nut assembly for bracket 4132,48,pc,https://8020.net/3393.html,https://8020.net/3393.html,Two compatible assemblies per 4132 bracket,Two assemblies per 4132 bracket; 48 per frame.,"catalogue fastener assembly, buy as-is"
BN-M09,TNUTZ-HAN015AL,ORDERABLE_CHECK_STOCK,OTS_STOCK,TNUTZ,HAN-015-AL,Black aluminum carry handle with 10-Series mounting hardware,2,pc,https://www.tnutz.com/product/han-015-al/,https://www.tnutz.com/product/han-015-al/,Carry handles are not authorized for a loaded lift until tested,Two per module; obtain current load rating before lifting a loaded module.,catalogue handle with its mounting hardware
BN-M09,TNUTZ-GAS010A,ORDERABLE,OTS_STOCK,TNUTZ,GAS-010-A,10-Series panel gasket for approximately 3/16-inch panels,20,ft,https://www.tnutz.com/product/gas-010-a/,https://www.tnutz.com/product/gas-010-a/,Allowance including trim; replace with drawing-derived length,"Prototype allowance 20 ft per module, trim after panel drawings.","sold by the foot; trimmed by hand, no machining"
BN-M09,TNUTZ-BUM010TS,ORDERABLE,OTS_STOCK,TNUTZ,BUM-010-TS,10-Series anti-skid rubber tread strip,8,ft,https://www.tnutz.com/product/bum-010-ts/,https://www.tnutz.com/product/bum-010-ts/,Allowance for lower perimeter,Prototype allowance 8 ft per module; verify vehicle-floor compatibility.,"sold by the foot; trimmed by hand, no machining"
BN-M09,TAP-HYPACT-PANEL,ORDERABLE_CUSTOM_CUT,CUSTOM_FLAT,TAP Plastics,King Hy-Pact custom cut,"Black UV-stabilized polymer sheet cut to size for skins, trays, dividers, and non-hot work surfaces",1,cut-panel lot,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,Order only from released DXF/panel drawings,Upload final panel dimensions and holes only after tolerance drawings; thickness is module-specific.,flat sheet cut to size from a released DXF; satisfies the standing flat-plate rule
BN-M09,PELICAN-1485,ORDERABLE,OTS_STOCK,Pelican,1485 Air,1485 Air Case with configurable foam/dividers,1,pc,https://www.pelican.com/us/en/product/cases/air/1485,https://business.pelican.com/us/en/product/Cases/Air/1485,Field-office/camera case,Select exact interior configuration for the field-office/camera payload.,catalogue case
BN-M09,ACCURIDE-3832-C16,DEALER_ORDER_ENGINEERING_HOLD,OTS_STOCK,Accuride,3832-C16,16-inch full-extension side-mount drawer-slide pair,1,pair,https://www.accuride.com/en-us/products/3832ec-easy-close-light-duty-slide,https://www.accuride.com/media/amasty/amfile/attach/d4ba99d10b86f194bef3fdc51f9ccb24.pdf,Accessory drawer,"Representative shared 3832 family; verify exact suffix, load, side clearance, lock behavior, and corrosion finish before order.",catalogue slide pair
BN-M09,SOUTHCO-E3-57-25,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,Southco,E3-57-25,Small black knob-style VISE ACTION compression latch,2,pc,https://shop.southco.com/e3-57-25,https://shop.southco.com/e3-57-25,Worktop and accessory drawer,Grip range 6.4-9.5 mm; confirm cam geometry and panel stack before order.,"catalogue latch; its panel cut-out belongs to the panel, not to this part"
BN-M10,TNUTZ-EX1010-18,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 18 inches",8,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 18-inch cut; no machining for bracket prototype,"Select 18-inch length, no machining; 8 per module.","orderable length from the product dropdown (1-96 in, 1/16 in steps); no saw, no cut fee shown"
BN-M10,TNUTZ-EX1010-22,ORDERABLE,OTS_STOCK,TNUTZ,EX-1010,"1 x 1 inch smooth 10-Series aluminum extrusion, cut to 22 inches",4,pc,https://www.tnutz.com/product/ex-1010/,https://www.tnutz.com/product/ex-1010/,Exact 22-inch cut; no machining for bracket prototype,"Select 22-inch length, no machining; 4 per module.",same dropdown; 22 in is a catalogue selection
BN-M10,8020-4132,ENGINEERING_HOLD,OTS_STOCK,80/20,4132,10-Series black gusseted inside corner bracket,24,pc,https://8020.net/4132.html,https://8020.net/4132.html,Prototype quantity only; joint release requires dynamic test,Prototype joint candidate; 24 per frame. Dynamic-load test required.,"catalogue bracket, buy as-is"
BN-M10,8020-3393,ENGINEERING_HOLD,OTS_STOCK,80/20,3393,1/4-20 x 0.500 inch bolt and slide-in economy T-nut assembly for bracket 4132,48,pc,https://8020.net/3393.html,https://8020.net/3393.html,Two compatible assemblies per 4132 bracket,Two assemblies per 4132 bracket; 48 per frame.,"catalogue fastener assembly, buy as-is"
BN-M10,TNUTZ-HAN015AL,ORDERABLE_CHECK_STOCK,OTS_STOCK,TNUTZ,HAN-015-AL,Black aluminum carry handle with 10-Series mounting hardware,2,pc,https://www.tnutz.com/product/han-015-al/,https://www.tnutz.com/product/han-015-al/,Carry handles are not authorized for a loaded lift until tested,Two per module; obtain current load rating before lifting a loaded module.,catalogue handle with its mounting hardware
BN-M10,TNUTZ-GAS010A,ORDERABLE,OTS_STOCK,TNUTZ,GAS-010-A,10-Series panel gasket for approximately 3/16-inch panels,20,ft,https://www.tnutz.com/product/gas-010-a/,https://www.tnutz.com/product/gas-010-a/,Allowance including trim; replace with drawing-derived length,"Prototype allowance 20 ft per module, trim after panel drawings.","sold by the foot; trimmed by hand, no machining"
BN-M10,TNUTZ-BUM010TS,ORDERABLE,OTS_STOCK,TNUTZ,BUM-010-TS,10-Series anti-skid rubber tread strip,8,ft,https://www.tnutz.com/product/bum-010-ts/,https://www.tnutz.com/product/bum-010-ts/,Allowance for lower perimeter,Prototype allowance 8 ft per module; verify vehicle-floor compatibility.,"sold by the foot; trimmed by hand, no machining"
BN-M10,TAP-HYPACT-PANEL,ORDERABLE_CUSTOM_CUT,CUSTOM_FLAT,TAP Plastics,King Hy-Pact custom cut,"Black UV-stabilized polymer sheet cut to size for skins, trays, dividers, and non-hot work surfaces",1,cut-panel lot,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,https://www.tapplastics.com/product/plastics/cut_to_size_plastic/hypact_vhmw_polyethylene/527,Order only from released DXF/panel drawings,Upload final panel dimensions and holes only after tolerance drawings; thickness is module-specific.,flat sheet cut to size from a released DXF; satisfies the standing flat-plate rule
BN-M10,HELINOX-CHAIR-ONE,ORDERABLE,OTS_STOCK,Helinox,Chair One,Packable camp chair in 14 x 4.5 x 4.5 inch case,2,pc,https://helinox.com/products/chair-one,https://helinox.com/products/chair-one,Two packed chairs,Two packed chairs fit the concept bay; verify selected color SKU stock.,consumer product bought whole
BN-M10,HELINOX-TABLE-ONE,ORDERABLE,OTS_STOCK,Helinox,Table One,Packable camp table in 16.5 x 4 x 4 inch case,1,pc,https://helinox.com/products/table-one,https://helinox.com/products/table-one,One packed table,One packed table fits the concept bay; verify selected color SKU stock.,consumer product bought whole
BN-M10,NRS-HD-STRAP,ORDERABLE_ENGINEERING_HOLD,OTS_STOCK,NRS,1-inch HD Tie-Down Strap,UV-protected one-inch polypropylene cam strap; select field-fit length,4,pc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,https://www.nrs.com/nrs-1-hd-tie-down-straps/p4yc,Individual furniture and soft-goods retention,"Published 500-lb WLL, but module anchor/load path still requires engineering and dynamic testing.",catalogue cam strap
